Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
246.0, 220.0, 26.0, 212.0, 1.0, 25.0, 8.0
Porcentagem, 89.4308943089, 10.5691056911, 86.1788617886, 0.406504065041, 10.162601626, 3.25203252033
