Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
31.0, 16.0, 15.0, 8.0, 4.0, 11.0, 8.0
Porcentagem, 51.6129032258, 48.3870967742, 25.8064516129, 12.9032258065, 35.4838709677, 25.8064516129
