Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
670.0, 525.0, 145.0, 491.0, 23.0, 122.0, 34.0
Porcentagem, 78.3582089552, 21.6417910448, 73.2835820896, 3.4328358209, 18.2089552239, 5.07462686567
