Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 25.0, 16.0, 7.0, 11.0, 5.0, 18.0
Porcentagem, 60.9756097561, 39.0243902439, 17.0731707317, 26.8292682927, 12.1951219512, 43.9024390244
