Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
35.0, 24.0, 11.0, 8.0, 4.0, 7.0, 16.0
Porcentagem, 68.5714285714, 31.4285714286, 22.8571428571, 11.4285714286, 20.0, 45.7142857143
