Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 25.0, 16.0, 4.0, 10.0, 6.0, 21.0
Porcentagem, 60.9756097561, 39.0243902439, 9.75609756098, 24.3902439024, 14.6341463415, 51.2195121951
