data,temp_min,temp_max,temp_media,precipitacao
1970-01-05 00:00:00, 24.5, 34.8, 28.82, 0.0
1970-01-06 00:00:00, 24.2, 34.5, 28.76, 0.0
1970-01-07 00:00:00, 24.2, 34.2, 28.42, 0.0
1970-01-08 00:00:00, 23.8, 33.6, 27.84, 0.0
1970-01-09 00:00:00, 23.7, 32.8, 27.38, 0.0
1970-01-10 00:00:00, 23.8, 34.1, 27.8, 0.0
1970-01-11 00:00:00, 23.0, 33.4, 27.76, 0.0
1970-01-12 00:00:00, 23.0, 33.3, 27.26, 1.3
1970-01-13 00:00:00, 23.0, 33.4, 27.44, 0.0
1970-01-14 00:00:00, 22.4, 34.4, 27.8, 0.0
1970-01-15 00:00:00, 22.3, 34.6, 27.52, 0.0
1970-01-16 00:00:00, 24.4, 34.1, 27.94, 0.0
1970-01-17 00:00:00, 24.4, 32.6, 27.8, 0.0
1970-01-18 00:00:00, 23.8, 31.6, 27.28, 0.0
1970-01-19 00:00:00, 24.0, 31.6, 26.9, 1.0
1970-01-20 00:00:00, 22.2, 27.5, 24.8, 0.2
1970-01-21 00:00:00, 22.8, 30.5, 24.9, 4.0
1970-01-22 00:00:00, 22.2, 31.8, 26.58, 21.6
1970-01-23 00:00:00, 21.2, 31.0, 25.42, 40.0
1970-01-24 00:00:00, 22.6, 32.6, 27.34, 0.0
1970-01-25 00:00:00, 22.2, 32.8, 26.88, 0.0
1970-01-26 00:00:00, 24.2, 33.6, 27.8, 0.0
1970-01-27 00:00:00, 23.4, 33.4, 27.44, 0.0
1970-01-28 00:00:00, 24.0, 33.5, 27.78, 0.0
1970-01-29 00:00:00, 22.8, 34.8, 28.0, 0.0
1970-01-30 00:00:00, 22.8, 33.4, 26.72, 0.0
1970-01-31 00:00:00, 23.2, 33.6, 0.0, 0.0
1970-02-01 00:00:00, 0.0, 0.0, 0.0, 12.2
1970-04-01 00:00:00, 23.0, 31.9, 26.34, 0.0
1970-04-02 00:00:00, 23.4, 33.2, 27.4, 2.3
1970-04-03 00:00:00, 21.3, 33.2, 26.34, 0.0
1970-04-04 00:00:00, 22.0, 32.7, 26.58, 0.0
1970-04-05 00:00:00, 22.8, 32.3, 27.02, 0.0
1970-04-06 00:00:00, 23.6, 33.2, 27.4, 0.0
1970-04-07 00:00:00, 22.4, 33.2, 27.04, 0.0
1970-04-08 00:00:00, 22.8, 33.1, 27.66, 0.0
1970-04-09 00:00:00, 23.2, 33.3, 27.42, 0.0
1970-04-10 00:00:00, 23.0, 32.7, 27.1, 0.0
1970-04-11 00:00:00, 19.2, 33.7, 26.48, 0.0
1970-04-12 00:00:00, 23.1, 34.4, 27.54, 0.0
1970-04-13 00:00:00, 23.2, 34.0, 27.64, 0.0
1970-04-14 00:00:00, 23.7, 32.8, 27.62, 0.0
1970-04-15 00:00:00, 23.8, 34.4, 27.46, 1.2
1970-04-16 00:00:00, 22.5, 34.1, 27.78, 0.0
1970-04-17 00:00:00, 22.0, 33.8, 27.74, 0.0
1970-04-18 00:00:00, 24.2, 33.2, 28.26, 0.0
1970-04-19 00:00:00, 22.6, 31.9, 27.14, 0.0
1970-04-20 00:00:00, 23.6, 30.8, 26.78, 0.0
1970-04-21 00:00:00, 23.5, 31.9, 26.9, 0.0
1970-04-22 00:00:00, 23.2, 30.8, 26.36, 5.9
1970-04-23 00:00:00, 22.3, 32.6, 26.76, 4.4
1970-04-24 00:00:00, 22.7, 29.2, 25.98, 17.4
1970-04-25 00:00:00, 23.2, 30.0, 25.84, 6.9
1970-04-26 00:00:00, 23.5, 30.9, 26.16, 9.1
1970-04-27 00:00:00, 23.4, 31.8, 26.84, 9.4
1970-04-28 00:00:00, 23.4, 32.1, 27.16, 0.0
1970-04-29 00:00:00, 23.6, 32.8, 27.38, 0.0
1970-04-30 00:00:00, 21.6, 32.8, 26.6, 0.0
1970-05-01 00:00:00, 21.8, 33.2, 27.1, 0.0
1970-05-02 00:00:00, 22.1, 33.6, 27.48, 0.0
1970-05-03 00:00:00, 22.3, 33.2, 27.18, 17.4
1970-05-04 00:00:00, 23.6, 32.5, 27.04, 0.0
1970-05-05 00:00:00, 21.3, 33.4, 27.18, 0.0
1970-05-06 00:00:00, 22.0, 33.1, 26.8, 0.0
1970-05-07 00:00:00, 22.1, 34.0, 27.16, 0.0
1970-05-08 00:00:00, 21.0, 33.6, 27.28, 0.0
1970-05-09 00:00:00, 23.5, 33.5, 27.48, 0.0
1970-05-10 00:00:00, 20.6, 33.8, 26.76, 0.0
1970-05-11 00:00:00, 23.0, 33.6, 27.34, 12.5
1970-05-12 00:00:00, 23.5, 33.4, 27.12, 3.6
1970-05-13 00:00:00, 21.4, 33.6, 27.02, 0.0
1970-05-14 00:00:00, 22.8, 34.8, 27.32, 0.0
1970-05-15 00:00:00, 22.5, 33.9, 27.14, 0.0
1970-05-16 00:00:00, 23.2, 33.6, 27.2, 0.0
1970-05-17 00:00:00, 20.9, 34.5, 27.64, 0.0
1970-05-18 00:00:00, 21.5, 33.8, 27.0, 0.0
1970-05-19 00:00:00, 21.0, 34.0, 27.4, 0.0
1970-05-20 00:00:00, 22.4, 32.7, 26.78, 0.0
1970-05-21 00:00:00, 23.2, 32.2, 26.62, 0.0
1970-05-22 00:00:00, 22.4, 32.5, 26.88, 0.9
1970-05-23 00:00:00, 23.7, 34.8, 27.74, 0.0
1970-05-24 00:00:00, 22.0, 34.2, 26.48, 0.0
1970-05-25 00:00:00, 19.7, 34.6, 26.26, 0.0
1970-05-26 00:00:00, 19.0, 34.4, 26.76, 0.0
1970-05-27 00:00:00, 20.0, 34.8, 26.1, 0.0
1970-05-28 00:00:00, 21.5, 34.5, 26.86, 0.0
1970-05-29 00:00:00, 21.8, 31.1, 25.62, 0.0
1970-05-30 00:00:00, 21.4, 29.3, 25.48, 0.0
1970-05-31 00:00:00, 19.8, 29.0, 24.76, 8.9
1970-06-01 00:00:00, 20.2, 32.4, 25.84, 0.0
1970-06-02 00:00:00, 20.1, 31.9, 25.88, 0.3
1970-06-03 00:00:00, 21.8, 32.3, 26.46, 0.0
1970-06-04 00:00:00, 20.2, 32.5, 26.14, 0.0
1970-06-05 00:00:00, 20.7, 32.1, 26.9, 0.0
1970-06-06 00:00:00, 21.8, 32.2, 27.18, 0.0
1970-06-07 00:00:00, 20.4, 32.6, 26.16, 0.0
1970-06-08 00:00:00, 22.8, 32.2, 25.76, 0.0
