Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
330.0, 305.0, 25.0, 69.0, 20.0, 5.0, 236.0
Porcentagem, 92.4242424242, 7.57575757576, 20.9090909091, 6.06060606061, 1.51515151515, 71.5151515152
