Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
320.0, 301.0, 19.0, 84.0, 17.0, 2.0, 217.0
Porcentagem, 94.0625, 5.9375, 26.25, 5.3125, 0.625, 67.8125
