Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
14.0, 13.0, 1.0, 13.0, 0.0, 1.0, 0.0
Porcentagem, 92.8571428571, 7.14285714286, 92.8571428571, 0.0, 7.14285714286, 0.0
