Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
181.0, 174.0, 7.0, 162.0, 0.0, 7.0, 12.0
Porcentagem, 96.1325966851, 3.86740331492, 89.5027624309, 0.0, 3.86740331492, 6.62983425414
