Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
172.0, 124.0, 48.0, 45.0, 28.0, 20.0, 79.0
Porcentagem, 72.0930232558, 27.9069767442, 26.1627906977, 16.2790697674, 11.6279069767, 45.9302325581
