Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 31.0, 10.0, 29.0, 3.0, 7.0, 2.0
Porcentagem, 75.6097560976, 24.3902439024, 70.7317073171, 7.31707317073, 17.0731707317, 4.87804878049
