Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
649.0, 590.0, 59.0, 126.0, 43.0, 16.0, 464.0
Porcentagem, 90.9090909091, 9.09090909091, 19.4144838213, 6.62557781202, 2.46533127889, 71.4946070878
