Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 24.0, 12.0, 5.0, 11.0, 1.0, 19.0
Porcentagem, 66.6666666667, 33.3333333333, 13.8888888889, 30.5555555556, 2.77777777778, 52.7777777778
