Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
370.0, 349.0, 21.0, 110.0, 16.0, 5.0, 239.0
Porcentagem, 94.3243243243, 5.67567567568, 29.7297297297, 4.32432432432, 1.35135135135, 64.5945945946
