Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
1024.0, 922.0, 102.0, 906.0, 2.0, 100.0, 16.0
Porcentagem, 90.0390625, 9.9609375, 88.4765625, 0.1953125, 9.765625, 1.5625
