Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 28.0, 13.0, 0.0, 8.0, 5.0, 28.0
Porcentagem, 68.2926829268, 31.7073170732, 0.0, 19.512195122, 12.1951219512, 68.2926829268
