Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
29.0, 19.0, 10.0, 19.0, 9.0, 1.0, 0.0
Porcentagem, 65.5172413793, 34.4827586207, 65.5172413793, 31.0344827586, 3.44827586207, 0.0
