Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
27.0, 24.0, 3.0, 18.0, 0.0, 3.0, 6.0
Porcentagem, 88.8888888889, 11.1111111111, 66.6666666667, 0.0, 11.1111111111, 22.2222222222
