Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
483.0, 427.0, 56.0, 336.0, 20.0, 36.0, 91.0
Porcentagem, 88.4057971014, 11.5942028986, 69.5652173913, 4.14078674948, 7.45341614907, 18.8405797101
