Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 30.0, 6.0, 30.0, 0.0, 6.0, 0.0
Porcentagem, 83.3333333333, 16.6666666667, 83.3333333333, 0.0, 16.6666666667, 0.0
