Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
32.0, 22.0, 10.0, 20.0, 1.0, 9.0, 2.0
Porcentagem, 68.75, 31.25, 62.5, 3.125, 28.125, 6.25
