Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 21.0, 15.0, 14.0, 6.0, 9.0, 7.0
Porcentagem, 58.3333333333, 41.6666666667, 38.8888888889, 16.6666666667, 25.0, 19.4444444444
