Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
955.0, 680.0, 275.0, 579.0, 60.0, 215.0, 101.0
Porcentagem, 71.2041884817, 28.7958115183, 60.6282722513, 6.28272251309, 22.5130890052, 10.5759162304
