Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
31.0, 19.0, 12.0, 8.0, 5.0, 7.0, 11.0
Porcentagem, 61.2903225806, 38.7096774194, 25.8064516129, 16.1290322581, 22.5806451613, 35.4838709677
