Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
25.0, 16.0, 9.0, 3.0, 7.0, 2.0, 13.0
Porcentagem, 64.0, 36.0, 12.0, 28.0, 8.0, 52.0
