Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 33.0, 3.0, 33.0, 0.0, 3.0, 0.0
Porcentagem, 91.6666666667, 8.33333333333, 91.6666666667, 0.0, 8.33333333333, 0.0
