Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
1151.0, 1057.0, 94.0, 1040.0, 22.0, 72.0, 17.0
Porcentagem, 91.8331885317, 8.16681146829, 90.3562119896, 1.91138140747, 6.25543006082, 1.47697654214
