Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
34.0, 23.0, 11.0, 23.0, 4.0, 7.0, 0.0
Porcentagem, 67.6470588235, 32.3529411765, 67.6470588235, 11.7647058824, 20.5882352941, 0.0
