Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
473.0, 438.0, 35.0, 137.0, 22.0, 13.0, 301.0
Porcentagem, 92.600422833, 7.39957716702, 28.9640591966, 4.6511627907, 2.74841437632, 63.6363636364
