Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 14.0, 22.0, 1.0, 9.0, 13.0, 13.0
Porcentagem, 38.8888888889, 61.1111111111, 2.77777777778, 25.0, 36.1111111111, 36.1111111111
