Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
34.0, 22.0, 12.0, 20.0, 8.0, 4.0, 2.0
Porcentagem, 64.7058823529, 35.2941176471, 58.8235294118, 23.5294117647, 11.7647058824, 5.88235294118
