Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 24.0, 12.0, 16.0, 7.0, 5.0, 8.0
Porcentagem, 66.6666666667, 33.3333333333, 44.4444444444, 19.4444444444, 13.8888888889, 22.2222222222
