Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
137.0, 119.0, 18.0, 85.0, 4.0, 14.0, 34.0
Porcentagem, 86.8613138686, 13.1386861314, 62.0437956204, 2.9197080292, 10.2189781022, 24.8175182482
