Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 35.0, 6.0, 0.0, 3.0, 3.0, 35.0
Porcentagem, 85.3658536585, 14.6341463415, 0.0, 7.31707317073, 7.31707317073, 85.3658536585
