Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
30.0, 29.0, 1.0, 29.0, 0.0, 1.0, 0.0
Porcentagem, 96.6666666667, 3.33333333333, 96.6666666667, 0.0, 3.33333333333, 0.0
