Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
638.0, 534.0, 104.0, 454.0, 17.0, 87.0, 80.0
Porcentagem, 83.6990595611, 16.3009404389, 71.1598746082, 2.66457680251, 13.6363636364, 12.539184953
