Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 27.0, 9.0, 27.0, 0.0, 9.0, 0.0
Porcentagem, 75.0, 25.0, 75.0, 0.0, 25.0, 0.0
