Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 21.0, 15.0, 9.0, 10.0, 5.0, 12.0
Porcentagem, 58.3333333333, 41.6666666667, 25.0, 27.7777777778, 13.8888888889, 33.3333333333
