Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
441.0, 396.0, 45.0, 396.0, 0.0, 45.0, 0.0
Porcentagem, 89.7959183673, 10.2040816327, 89.7959183673, 0.0, 10.2040816327, 0.0
