Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 26.0, 15.0, 3.0, 10.0, 5.0, 23.0
Porcentagem, 63.4146341463, 36.5853658537, 7.31707317073, 24.3902439024, 12.1951219512, 56.0975609756
