Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
607.0, 522.0, 85.0, 196.0, 32.0, 53.0, 326.0
Porcentagem, 85.9967051071, 14.0032948929, 32.2899505766, 5.27182866557, 8.73146622735, 53.7067545305
