Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 21.0, 20.0, 3.0, 11.0, 9.0, 18.0
Porcentagem, 51.2195121951, 48.7804878049, 7.31707317073, 26.8292682927, 21.9512195122, 43.9024390244
