Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
185.0, 165.0, 20.0, 23.0, 15.0, 5.0, 142.0
Porcentagem, 89.1891891892, 10.8108108108, 12.4324324324, 8.10810810811, 2.7027027027, 76.7567567568
