Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 30.0, 11.0, 3.0, 8.0, 3.0, 27.0
Porcentagem, 73.1707317073, 26.8292682927, 7.31707317073, 19.512195122, 7.31707317073, 65.8536585366
