Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
360.0, 339.0, 21.0, 169.0, 14.0, 7.0, 170.0
Porcentagem, 94.1666666667, 5.83333333333, 46.9444444444, 3.88888888889, 1.94444444444, 47.2222222222
