Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
417.0, 412.0, 5.0, 409.0, 0.0, 5.0, 3.0
Porcentagem, 98.8009592326, 1.19904076739, 98.0815347722, 0.0, 1.19904076739, 0.719424460432
