Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 36.0, 0.0, 36.0, 0.0, 0.0, 0.0
Porcentagem, 100.0, 0.0, 100.0, 0.0, 0.0, 0.0
