Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 31.0, 5.0, 31.0, 0.0, 5.0, 0.0
Porcentagem, 86.1111111111, 13.8888888889, 86.1111111111, 0.0, 13.8888888889, 0.0
