Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
827.0, 650.0, 177.0, 449.0, 51.0, 126.0, 201.0
Porcentagem, 78.5973397823, 21.4026602177, 54.292623942, 6.16686819831, 15.2357920193, 24.3047158404
