Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
104.0, 103.0, 1.0, 23.0, 1.0, 0.0, 80.0
Porcentagem, 99.0384615385, 0.961538461538, 22.1153846154, 0.961538461538, 0.0, 76.9230769231
