Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
36.0, 32.0, 4.0, 0.0, 1.0, 3.0, 32.0
Porcentagem, 88.8888888889, 11.1111111111, 0.0, 2.77777777778, 8.33333333333, 88.8888888889
