Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
41.0, 26.0, 15.0, 21.0, 4.0, 11.0, 5.0
Porcentagem, 63.4146341463, 36.5853658537, 51.2195121951, 9.75609756098, 26.8292682927, 12.1951219512
