Total, Acertos, Erros, 1E1, 1E0, 0E1, 0E0
500.0, 454.0, 46.0, 177.0, 34.0, 12.0, 277.0
Porcentagem, 90.8, 9.2, 35.4, 6.8, 2.4, 55.4
